"","rule","precision","recall"
"15102","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15103","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15104","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15105","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15106","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15107","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15108","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15109","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15110","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15111","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15112","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15113","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15114","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15115","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15116","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15117","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15118","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15119","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15120","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15121","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15122","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15123","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15124","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15125","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15126","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15127","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15128","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15129","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15130","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15131","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15132","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15133","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15134","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15135","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15136","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15137","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15138","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15139","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15140","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15141","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15142","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15143","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15144","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15145","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15146","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15147","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15148","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15149","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15150","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15151","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15152","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15153","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15154","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15155","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15156","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15157","<{saml.status.channel_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.003333333
"15158","<{saml.status.channel_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.003333333
"15159","<{saml.status.channel_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.003333333
"15160","<{saml.status.channel_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.003333333
"15161","<{saml.status.channel_B_CS_down},{saml.status.energy_SAI_line1_nok}>",0.01428571,0.003278689
"15162","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_down,saml.status.energy_SAI_PT_nok},{saml.status.energy_net1_not_present}>",0.01428571,0.003488372
"15163","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_down,saml.status.energy_SAI_PT_nok},{saml.status.energy_net1_disconnected}>",0.01428571,0.003409091
"15164","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_down,saml.status.energy_SAI_PT_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net1_not_present}>",0.01428571,0.003488372
"15165","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_down,saml.status.energy_SAI_PT_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net1_disconnected}>",0.01428571,0.003409091
"15166","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_down,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_net1_not_present}>",0.01428571,0.003488372
"15167","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_down,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_net1_disconnected}>",0.01428571,0.003409091
"15168","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_down,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net1_not_present}>",0.01428571,0.003488372
"15169","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_down,saml.status.energy_SAI_PT_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net1_disconnected}>",0.01428571,0.003409091
"15170","<{saml.status.channel_A_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.003333333
"15171","<{saml.status.channel_A_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.003333333
"15172","<{saml.status.channel_A_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.003333333
"15173","<{saml.status.channel_A_CS_down,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.003333333
"15174","<{saml.status.channel_A_CS_down,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected},{saml.status.energy_net1_not_present}>",0.01428571,0.002325581
"15175","<{saml.status.channel_A_CS_down,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected},{saml.status.energy_net1_disconnected}>",0.01428571,0.002272727
"15176","<{saml.status.channel_A_CS_down,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net1_not_present}>",0.01428571,0.002325581
"15177","<{saml.status.channel_A_CS_down,saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net1_disconnected}>",0.01428571,0.002272727
"15178","<{saml.status.channel_A_CS_down,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_net1_not_present}>",0.01428571,0.002325581
